Country,Rating,Date,Version,Username,Title,Content
US,3,2025-01-12,1.0.9,ashecaughtem,"Fine Base, But Needs Work","This seems like the kinda app that’s really fun for like maybe a month and then gets boring.  Each pack only has 5 cards and they don’t even have a guaranteed rare or anything like that, so eventually you get the the point where you’re bored of the 1-2 competitive decks you can play with, and it’s been weeks since you’ve opened a playable card that you don’t have yet (or a card that you don’t have yet, period)

You can get 1 of the in game store currency per battle for 5 battles, then nothing, so there isn’t even an in game incentive to keep playing. I’ve reached the point where the only reason I still have this on my phone is because it’s pretty new and they could make it more playable, but compared to similar games like mtg arena, I just don’t see myself sticking around unless they make playing feel more worthwhile."
US,2,2025-01-12,1.0.9,Johaust Stonewood,All Good Things Must Come to an End,"The game is addicting and fun. It’s very easy to invest money into it, here and there, to grab every card; however, at some point, the game prevents you from getting new cards, and even winning battles, to make you want to play more. For me, it’s the opposite. I spent a lot of money to get all the cards, to no avail. You’ll get lucky, time and time again, but eventually, it’s rigged against you. It’s a fun one, and the cards are cool and even nostalgic; however, it’s a broken system that should reward long term players, especially those that spend a lot of money."
US,5,2025-01-11,1.0.9,tomorrow morning at six,Love,I love this game so much
US,5,2025-01-11,1.0.9,Facts say yes,Pog,Pog
US,3,2025-01-11,1.0.9,dllolllb,Quite enjoyable,"No ads. No pay to win. The battles work well. Even got to play with irl friends, although I like playing the AI. The structure allows me to play at the difficulty I prefer and challenge myself at my own pace.

Update as of January:  I’ve been playing it since release at end of October. I’m not playing it much anymore as of this week. This is because there is only one division battle in. There needs to be a featherweight and a heavyweight division. Only allowing non EX Pokémon in the featherweight. The thing is that all we ever see in battles anymore are the same optimal set ups of decks.  It is boring. It makes it so that you yourself can not use your favorite Pokémon. You have no choice but to use the same optimal setups that everyone else is using. I want to enjoy some fights using the lower tier Pokémon and a variety of Pokémon.  I really liked it the first few weeks. Oh well."
US,4,2025-01-11,1.0.9,21Bdawg,Great game but….,Extremely fun and addictive to play. My main gripe is why do I have to go through so many screens to claim my rewards each day that alone is time consuming. Just like in Pokémon unite.
US,5,2025-01-11,1.0.9,Coolguy1241,This game is fun,I said what I said
US,5,2025-01-11,1.0.9,Nj12345cvq,Amazing,This game is super fun and easy to play. It’s easy to learn and fun aswell it assists you a lot and you will always have a good time! I got 114 cards in the first hour!
US,1,2025-01-11,1.0.9,h3llboy_,Meta cards and decks ruin the fun,"Would be a 5/5 star game but the multiplayer is so unbelievably frustrating. You are forced to use a meta deck and can’t really have fun with other decks because everyone is using the few meta decks that are. practically unbeatable unless you are running direct counters. Mad disappointing, need more than just a 3 point system and more cards that make other non meta cards more playable. Card collecting is fun just needs more packs and trading."
US,5,2025-01-11,1.0.9,12345 >:D,Battling,Battling requires zero skill and is all luck based. Would love if I could stop going first against rival decks. It’s infuriating to see my opponent get every single card they need flawlessly while I struggle to even get anything set up. RNG is strong in this game and it’s either with you or against you. Hope there’s some changes made to the battling
US,3,2025-01-11,1.0.9,Jimmy ok gg,Fix this,Good game but when in the card game (which I know how to play) when you go first you attack first but in this when it says your first basically nothing changes. Please fix this. But yea good game almost the same as real life Pokemon cards.
US,5,2025-01-11,1.0.9,popcorn man🫥,👍,Just something fun to have on your phone
US,5,2025-01-11,1.0.9,Ry_man02,THE BEST!!!!!!!!!!,So good and fun
US,5,2025-01-11,1.0.9,Finley voelker,I love this game so much!,If you like Pokémon you would love this game! The pool rates are so good too! Like I got two really good cards back to back in the same pack! The login is really easy as well! I really would recommend!
US,5,2025-01-11,1.0.9,Jeffrey Loveland,Best game ever,"5 because all of the game art 
Is beautiful

Even the

Art"
US,5,2025-01-11,1.0.9,ABC DEFGHIHIHIHI,Pokemon TCGP  will enrich your child’s world view,"This is not just Pokémon TCG Pocket. This is Pokémon TCG experience. This game has so many agile infertile descriptive words and fluent Pokémon that sometimes I just reach out to Charmander and say give me a big kiss.
I always love this game for how compassionate and how much of appeasing grace it was on my phone. I couldn’t believe the ads that I got but for the 201 I finally said screw it and decided to download the game. Instantly my life has changed forever, and I can only thank Mr. Yamato for making Pokémon on the Nintendo switch by the way Skibidi Toilet Well that’s all my sigma soldiers."
US,1,2025-01-11,1.0.9,1nonlyPanda,Why is this so highly rated?,"I’ve played this game for the last few months now, I have 1,600 cards and most of both decks completed. For a multi-trillion dollar company they can’t even make a mobile card game right the fact that there are only like 500 cards in the game and I’ve pulled over 1k without getting all of the normal cards with no crazy art on them is just ridiculous. You will reach a wall in this game where there is no point in even collecting because no matter how many you collect there is nothing to do with the extras and and you won’t ever get all the cards. Also the battles aren’t fun because there are no card varieties yet everyone is running the same decks of cards and if they get 1 sign of losing the game they concede and then you do it over again. I’m not wanting to dog in this crappy game, I truly wish it was good but I can’t find fun in it. I’d rather them have made this game a nft game at least then maybe I could have made money off my time wasted pulling packs for the last few months."
US,2,2025-01-11,1.0.9,CokeJeebz,Imbalanced cash grab,"Game is poorly balanced, and card acquisition system slowly funnels you towards spending money. Initially the game gives you lots of packs to open, but this slows down quickly. Packs are about $1 each, and drop rates are so abysmal you could easily open 100 packs without seeing anything interesting."
US,5,2025-01-11,1.0.9,Nixadon,Try For Free,"Free-to-play community is currently thriving.

Bad strategies can be a definitive loss.
Luck can beat perfectly-executed strategy.
Pay-to-win helps. 
Players can stall.
(these may seem obvious, but there are similar games which have none of them)"
US,5,2025-01-11,1.0.9,minion enthusiast,The OST,This game has one of the most beautiful and creative OSTs I’ve heard in while.
US,5,2025-01-11,1.0.9,fhhhjgtjdsjdnuwycbnce,Goated app,I can gamble and also I can have fat pikachu as my avatar. Very cool and awesome.
US,1,2025-01-11,1.0.9,Its pay to win for sure,Pay to win,It’s ok game fun to open packs and all but you will need to pay money if u don’t want to wait long amounts of time to do anything in game for the cool down rate 12hr wait just for 1pack for example there are some challenges to shorting time  but those go quick u will run out of the easy challenges fast but it is pay to win do I see myself keeping this game no
US,5,2025-01-11,1.0.9,Yomoma2.0,Herro,"This game has changed my life in ways I can’t even imagine, I’m still addicted in a new way(and the old way) anyways puzz(Pokemon huzz) get the game type shi"
US,1,2025-01-11,1.0.9,comspec,Needs some serious work,Y’all f’ed up when you introduced the celebi ex.
US,5,2025-01-11,1.0.9,Peachy (·ө·)♡,I'm sad,"I loved this game to death but I deleted this to download another and I reinsatlled this and now it is different from when I very first got it I got it the moment it was in the shop and when I downloaded it the first time it only had me make a username and get started so I wasnt able to login cause their is no login with username option so I basically cant use my account, I need to get back on it"
US,1,2025-01-11,1.0.9,Proffiosa,P2win,If you’re planning on going f2p just know you have ZERO chance to win
US,5,2025-01-11,1.0.9,ScribbleScrapS,Pokémon,🎃🎃
US,1,2025-01-11,1.0.9,jkbua,Totally rigged cash grab,Don’t waste your time on this rigged game 👎
